target,word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_%3B,char_freq_%28,char_freq_%5B,char_freq_%21,char_freq_%24,char_freq_%23,capital_run_length_average,capital_run_length_longest,capital_run_length_total
1,0.0,0.011904761904761906,0.0,0.0,0.034,0.05782312925170068,0.0,0.0,0.0,0.009350935093509352,0.0,0.0,0.030630630630630637,0.0,0.0,0.0085,0.02380952380952381,0.0,0.009066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.005537325676784249,0.0,0.0,0.0044977511244377825,0.0,0.0009741261915569677,0.0010012014417300759,0.010669191919191919
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12931839402427636,0.0,0.0,0.0,0.1007981755986317,0.0,0.0,0.0,0.0,0.0,0.00032955061280072657,0.00020024028834601522,0.0008838383838383839
0,0.0,0.04411764705882353,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.1313340227507756,0.0,0.0,0.0,0.0,0.0,0.06930693069306931,0.16960000000000003,0.0,0.05670567056705671,0.0,0.0,0.0,0.0,0.0,0.038103810381038106,0.13971397139713973,0.0,0.0,0.0,0.1323529411764706,0.0,0.1323529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11858076563958915,0.0,0.0,0.0,0.0,0.02235438884331419,0.0,0.0,0.0,0.0,0.0011030413073082157,0.0021025230276331595,0.00707070707070707
0,0.0,0.0,0.05490196078431374,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.20268872802481902,0.0,0.0,0.0,0.0,0.0,0.0,0.014933333333333335,0.0,0.0,0.0,0.0,0.0,0.0672107537205953,0.050420168067226885,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.08127721335268505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130718954248366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038674534725374494,0.0006007208650380457,0.006060606060606061
1,0.0,0.0,0.0,0.0,0.0,0.0,0.40440165061898214,0.1323132313231323,0.279467680608365,0.08085808580858087,0.5632183908045977,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.0,0.0,0.08085808580858087,0.39693969396939693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21335268505079824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014561115668580801,0.0,0.013147361290719875,0.023654839247043147,0.0,0.08291693145710395,0.027332799359231077,0.017424242424242425
1,0.0,0.01330532212885154,0.0,0.0,0.068,0.015306122448979591,0.01237964236588721,0.0,0.055133079847908745,0.0049504950495049506,0.1839080459770115,0.0796277145811789,0.016216216216216217,0.165,0.0,0.028999999999999998,0.12184873949579832,0.020902090209020903,0.17120000000000002,0.0,0.21872187218721872,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042089985486211894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003076292042657916,0.0,0.0018474043968224642,0.007496251874062969,0.0,0.0005419881979119382,0.0019022827392871445,0.020707070707070705
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1776,0.0,0.0,0.0,0.0,0.0,0.07969275084013443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24092888243831637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22675736961451248,0.0,0.0,0.0,0.05680885972108284,0.0,0.0,0.0,0.0,0.0011747616886064456,0.0014016820184221063,0.002398989898989899
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20352035203520355,0.0,0.0,0.0,0.0,0.0,0.09250000000000001,0.0,0.0,0.09866666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058836944127708096,0.0,0.0,0.04772461358458033,0.0,0.0,0.0032274171584203352,0.0012014417300760913,0.005113636363636364
0,0.017621145374449337,0.0,0.03137254901960785,0.0,0.057999999999999996,0.013605442176870748,0.0,0.0,0.015209125475285173,0.0,0.0,0.2316442605997932,0.014414414414414416,0.016,0.0,0.0,0.011204481792717087,0.0,0.0528,0.0,0.0666066606660666,0.0,0.014678899082568806,0.0,0.035525684109457514,0.03961584633853542,0.0,0.0,0.05742296918767507,0.1683673469387755,0.0,0.0,0.0,0.0,0.0,0.010403120936280883,0.011611030478955007,0.0,0.0144014401440144,0.0,0.0,0.01680672268907563,0.0,0.0,0.0037348272642390287,0.0,0.0,0.008,0.018244013683010263,0.0011279737489745692,0.0,0.0,0.0,0.0,0.0009986382206082617,0.005907088506207449,0.031502525252525254
1,0.022026431718061675,0.0070028011204481795,0.1392156862745098,0.0,0.06,0.0510204081632653,0.05502063273727649,0.009000900090009001,0.2699619771863118,0.04455445544554456,0.03831417624521073,0.05170630816959669,0.0,0.0,0.0,0.005000000000000001,0.0,0.11111111111111112,0.11893333333333334,0.027502750275027504,0.1827182718271827,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000000000000001,0.0,0.0,0.0,0.009000900090009001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06469002695417789,0.030081901594925794,0.06613359986673331,0.0016642291593121185,0.0019664094416704495,0.005506607929515419,0.06590909090909092
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11840000000000002,0.0,0.0,0.0,0.0,0.0,0.10657705232837256,0.13325330132052823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006981389014979572,0.0007008410092110533,0.001388888888888889
